Time,BASEMENT:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],BASEMENT:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],BASEMENT:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],BASEMENT:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],CORE_BOTTOM:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_BOTTOM:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],CORE_BOTTOM:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_BOTTOM:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],CORE_MID:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_MID:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],CORE_MID:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_MID:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],CORE_TOP:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],CORE_TOP:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],CORE_TOP:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],CORE_TOP:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_BOT_ZN_1:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_1:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_BOT_ZN_2:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_2:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_BOT_ZN_3:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_3:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_BOT_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_BOT_ZN_4:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_BOT_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_BOT_ZN_4:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_1:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_MID_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_1:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_2:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_MID_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_2:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_3:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_MID_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_3:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_MID_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_MID_ZN_4:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_MID_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_MID_ZN_4:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_1:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_1:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_1:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_2:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_2:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_2:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_3:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_3:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_3:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s],PERIMETER_TOP_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Load [W],PERIMETER_TOP_ZN_4:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Sens Cool Load [W],PERIMETER_TOP_ZN_4:CHICAGO ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],PERIMETER_TOP_ZN_4:CHICAGO ANN CLG .4% CONDNS WB=>MDB:Des Cool Mass Flow [kg/s]
03:22:00,1.056266E+04,1.770135E+04,3.571890E-01,1.247725E+00,1.016793E+04,3.606899E+04,3.438407E-01,2.542414E+00,1.148509E+05,4.111721E+05,3.883821E+00,2.898250E+01,6.403501E+04,3.864951E+04,2.165420E+00,2.724308E+00,1.573649E+04,3.270437E+03,5.321196E-01,2.305350E-01,1.048268E+04,2.173707E+03,3.544649E-01,1.532261E-01,1.549690E+04,3.066334E+03,5.240184E-01,2.161476E-01,1.046434E+04,2.528571E+03,3.538447E-01,1.782407E-01,1.774279E+05,3.569387E+04,5.999612E+00,2.516084E+00,1.164238E+05,2.368348E+04,3.936791E+00,1.669465E+00,1.760935E+05,3.406776E+04,5.954489E+00,2.401458E+00,1.182715E+05,2.733493E+04,3.999269E+00,1.926860E+00,2.484574E+04,3.185912E+03,8.401418E-01,2.245766E-01,1.616576E+04,2.120789E+03,5.466332E-01,1.494957E-01,2.475993E+04,3.051847E+03,8.372401E-01,2.151262E-01,1.641918E+04,2.452138E+03,5.552026E-01,1.728527E-01
03:23:00,1.056274E+04,1.771421E+04,3.571915E-01,1.248631E+00,1.016845E+04,3.608998E+04,3.438581E-01,2.543893E+00,1.148571E+05,4.114437E+05,3.884028E+00,2.900164E+01,6.404013E+04,3.866066E+04,2.165593E+00,2.725094E+00,1.573656E+04,3.270611E+03,5.321221E-01,2.305472E-01,1.048273E+04,2.173630E+03,3.544664E-01,1.532206E-01,1.549698E+04,3.066798E+03,5.240208E-01,2.161803E-01,1.046439E+04,2.527856E+03,3.538463E-01,1.781903E-01,1.774287E+05,3.569790E+04,5.999640E+00,2.516368E+00,1.164243E+05,2.368438E+04,3.936809E+00,1.669529E+00,1.760943E+05,3.407494E+04,5.954517E+00,2.401964E+00,1.182720E+05,2.732641E+04,3.999287E+00,1.926259E+00,2.484631E+04,3.184465E+03,8.401612E-01,2.244745E-01,1.616613E+04,2.119687E+03,5.466457E-01,1.494180E-01,2.476050E+04,3.050709E+03,8.372596E-01,2.150460E-01,1.641955E+04,2.450101E+03,5.552151E-01,1.727092E-01
03:24:00,1.056281E+04,1.772703E+04,3.571941E-01,1.249535E+00,1.016896E+04,3.611094E+04,3.438755E-01,2.545370E+00,1.148632E+05,4.117145E+05,3.884235E+00,2.902074E+01,6.404523E+04,3.867175E+04,2.165765E+00,2.725875E+00,1.573663E+04,3.270780E+03,5.321245E-01,2.305592E-01,1.048277E+04,2.173551E+03,3.544680E-01,1.532150E-01,1.549705E+04,3.067258E+03,5.240233E-01,2.162127E-01,1.046443E+04,2.527140E+03,3.538479E-01,1.781399E-01,1.774295E+05,3.570185E+04,5.999667E+00,2.516646E+00,1.164249E+05,2.368523E+04,3.936826E+00,1.669589E+00,1.760951E+05,3.408205E+04,5.954544E+00,2.402465E+00,1.182726E+05,2.731786E+04,3.999305E+00,1.925656E+00,2.484688E+04,3.183011E+03,8.401805E-01,2.243720E-01,1.616649E+04,2.118580E+03,5.466581E-01,1.493400E-01,2.476107E+04,3.049566E+03,8.372790E-01,2.149654E-01,1.641992E+04,2.448064E+03,5.552275E-01,1.725655E-01
03:25:00,1.056289E+04,1.773981E+04,3.571967E-01,1.250436E+00,1.016948E+04,3.613185E+04,3.438929E-01,2.546845E+00,1.148693E+05,4.119846E+05,3.884442E+00,2.903977E+01,6.405032E+04,3.868277E+04,2.165937E+00,2.726652E+00,1.573670E+04,3.270946E+03,5.321270E-01,2.305709E-01,1.048282E+04,2.173470E+03,3.544696E-01,1.532093E-01,1.549712E+04,3.067713E+03,5.240257E-01,2.162448E-01,1.046448E+04,2.526423E+03,3.538494E-01,1.780893E-01,1.774303E+05,3.570572E+04,5.999694E+00,2.516919E+00,1.164254E+05,2.368604E+04,3.936844E+00,1.669646E+00,1.760959E+05,3.408908E+04,5.954572E+00,2.402961E+00,1.182731E+05,2.730928E+04,3.999322E+00,1.925052E+00,2.484745E+04,3.181551E+03,8.401998E-01,2.242691E-01,1.616686E+04,2.117471E+03,5.466705E-01,1.492618E-01,2.476165E+04,3.048416E+03,8.372983E-01,2.148843E-01,1.642028E+04,2.446025E+03,5.552398E-01,1.724218E-01
03:26:00,1.056297E+04,1.775255E+04,3.571992E-01,1.251334E+00,1.016999E+04,3.615274E+04,3.439103E-01,2.548317E+00,1.148754E+05,4.122540E+05,3.884649E+00,2.905876E+01,6.405539E+04,3.869372E+04,2.166109E+00,2.727424E+00,1.573677E+04,3.271108E+03,5.321294E-01,2.305823E-01,1.048287E+04,2.173386E+03,3.544711E-01,1.532034E-01,1.549719E+04,3.068165E+03,5.240282E-01,2.162767E-01,1.046453E+04,2.525705E+03,3.538510E-01,1.780387E-01,1.774311E+05,3.570951E+04,5.999722E+00,2.517186E+00,1.164259E+05,2.368680E+04,3.936862E+00,1.669699E+00,1.760967E+05,3.409603E+04,5.954599E+00,2.403450E+00,1.182736E+05,2.730069E+04,3.999340E+00,1.924446E+00,2.484802E+04,3.180086E+03,8.402190E-01,2.241658E-01,1.616723E+04,2.116358E+03,5.466829E-01,1.491833E-01,2.476222E+04,3.047260E+03,8.373176E-01,2.148029E-01,1.642065E+04,2.443986E+03,5.552522E-01,1.722781E-01
03:27:00,1.056304E+04,1.776526E+04,3.572018E-01,1.252230E+00,1.017050E+04,3.617359E+04,3.439276E-01,2.549786E+00,1.148815E+05,4.125226E+05,3.884856E+00,2.907769E+01,6.406044E+04,3.870462E+04,2.166280E+00,2.728192E+00,1.573685E+04,3.271266E+03,5.321318E-01,2.305934E-01,1.048291E+04,2.173300E+03,3.544727E-01,1.531973E-01,1.549727E+04,3.068613E+03,5.240306E-01,2.163082E-01,1.046457E+04,2.524986E+03,3.538525E-01,1.779880E-01,1.774319E+05,3.571322E+04,5.999749E+00,2.517448E+00,1.164264E+05,2.368751E+04,3.936879E+00,1.669749E+00,1.760975E+05,3.410289E+04,5.954627E+00,2.403934E+00,1.182741E+05,2.729207E+04,3.999357E+00,1.923838E+00,2.484859E+04,3.178614E+03,8.402381E-01,2.240621E-01,1.616759E+04,2.115241E+03,5.466952E-01,1.491045E-01,2.476278E+04,3.046098E+03,8.373368E-01,2.147209E-01,1.642101E+04,2.441946E+03,5.552645E-01,1.721343E-01
03:28:00,1.056312E+04,1.777793E+04,3.572044E-01,1.253123E+00,1.017102E+04,3.619440E+04,3.439450E-01,2.551253E+00,1.148877E+05,4.127904E+05,3.885062E+00,2.909657E+01,6.406549E+04,3.871545E+04,2.166451E+00,2.728956E+00,1.573692E+04,3.271420E+03,5.321343E-01,2.306043E-01,1.048296E+04,2.173212E+03,3.544742E-01,1.531911E-01,1.549734E+04,3.069056E+03,5.240331E-01,2.163395E-01,1.046462E+04,2.524266E+03,3.538541E-01,1.779372E-01,1.774328E+05,3.571686E+04,5.999777E+00,2.517704E+00,1.164269E+05,2.368817E+04,3.936897E+00,1.669796E+00,1.760983E+05,3.410968E+04,5.954654E+00,2.404412E+00,1.182746E+05,2.728343E+04,3.999375E+00,1.923229E+00,2.484915E+04,3.177137E+03,8.402572E-01,2.239580E-01,1.616795E+04,2.114120E+03,5.467075E-01,1.490256E-01,2.476335E+04,3.044930E+03,8.373559E-01,2.146386E-01,1.642138E+04,2.439905E+03,5.552767E-01,1.719904E-01
03:29:00,1.056319E+04,1.779056E+04,3.572069E-01,1.254014E+00,1.017153E+04,3.621518E+04,3.439623E-01,2.552718E+00,1.148938E+05,4.130575E+05,3.885269E+00,2.911540E+01,6.407052E+04,3.872622E+04,2.166621E+00,2.729715E+00,1.573699E+04,3.271571E+03,5.321367E-01,2.306149E-01,1.048301E+04,2.173121E+03,3.544758E-01,1.531847E-01,1.549741E+04,3.069496E+03,5.240355E-01,2.163704E-01,1.046467E+04,2.523544E+03,3.538557E-01,1.778864E-01,1.774336E+05,3.572042E+04,5.999804E+00,2.517954E+00,1.164275E+05,2.368878E+04,3.936915E+00,1.669839E+00,1.760992E+05,3.411638E+04,5.954682E+00,2.404885E+00,1.182752E+05,2.727477E+04,3.999393E+00,1.922619E+00,2.484971E+04,3.175654E+03,8.402762E-01,2.238534E-01,1.616832E+04,2.112996E+03,5.467198E-01,1.489463E-01,2.476391E+04,3.043755E+03,8.373750E-01,2.145558E-01,1.642174E+04,2.437864E+03,5.552889E-01,1.718465E-01
03:30:00,1.056327E+04,1.780316E+04,3.572095E-01,1.254901E+00,1.017204E+04,3.623592E+04,3.439796E-01,2.554180E+00,1.148999E+05,4.133239E+05,3.885475E+00,2.913418E+01,6.407553E+04,3.873693E+04,2.166790E+00,2.730470E+00,1.573706E+04,3.271718E+03,5.321391E-01,2.306252E-01,1.048305E+04,2.173029E+03,3.544774E-01,1.531782E-01,1.549748E+04,3.069931E+03,5.240379E-01,2.164011E-01,1.046471E+04,2.522822E+03,3.538572E-01,1.778355E-01,1.774344E+05,3.572390E+04,5.999831E+00,2.518200E+00,1.164280E+05,2.368934E+04,3.936932E+00,1.669879E+00,1.761000E+05,3.412301E+04,5.954709E+00,2.405352E+00,1.182757E+05,2.726609E+04,3.999410E+00,1.922007E+00,2.485027E+04,3.174165E+03,8.402952E-01,2.237484E-01,1.616868E+04,2.111869E+03,5.467320E-01,1.488669E-01,2.476448E+04,3.042575E+03,8.373940E-01,2.144725E-01,1.642210E+04,2.435821E+03,5.553011E-01,1.717025E-01
03:31:00,1.056335E+04,1.781572E+04,3.572121E-01,1.255787E+00,1.017255E+04,3.625662E+04,3.439970E-01,2.555639E+00,1.149060E+05,4.135895E+05,3.885682E+00,2.915290E+01,6.408053E+04,3.874758E+04,2.166959E+00,2.731221E+00,1.573713E+04,3.271861E+03,5.321415E-01,2.306353E-01,1.048310E+04,2.172934E+03,3.544789E-01,1.531715E-01,1.549755E+04,3.070363E+03,5.240404E-01,2.164315E-01,1.046476E+04,2.522099E+03,3.538588E-01,1.777845E-01,1.774352E+05,3.572730E+04,5.999859E+00,2.518440E+00,1.164285E+05,2.368986E+04,3.936950E+00,1.669915E+00,1.761008E+05,3.412956E+04,5.954736E+00,2.405814E+00,1.182762E+05,2.725739E+04,3.999428E+00,1.921393E+00,2.485083E+04,3.172671E+03,8.403141E-01,2.236431E-01,1.616904E+04,2.110738E+03,5.467441E-01,1.487871E-01,2.476504E+04,3.041388E+03,8.374130E-01,2.143889E-01,1.642246E+04,2.433778E+03,5.553133E-01,1.715585E-01
03:32:00,1.056342E+04,1.782823E+04,3.572146E-01,1.256669E+00,1.017307E+04,3.627729E+04,3.440143E-01,2.557096E+00,1.149121E+05,4.138544E+05,3.885888E+00,2.917157E+01,6.408552E+04,3.875817E+04,2.167128E+00,2.731967E+00,1.573720E+04,3.272000E+03,5.321440E-01,2.306451E-01,1.048314E+04,2.172837E+03,3.544805E-01,1.531647E-01,1.549763E+04,3.070790E+03,5.240428E-01,2.164616E-01,1.046480E+04,2.521374E+03,3.538604E-01,1.777334E-01,1.774360E+05,3.573063E+04,5.999886E+00,2.518674E+00,1.164290E+05,2.369033E+04,3.936967E+00,1.669948E+00,1.761016E+05,3.413603E+04,5.954764E+00,2.406269E+00,1.182767E+05,2.724866E+04,3.999445E+00,1.920778E+00,2.485139E+04,3.171170E+03,8.403330E-01,2.235373E-01,1.616940E+04,2.109604E+03,5.467563E-01,1.487072E-01,2.476560E+04,3.040195E+03,8.374319E-01,2.143048E-01,1.642281E+04,2.431734E+03,5.553254E-01,1.714144E-01
03:33:00,1.056350E+04,1.784071E+04,3.572172E-01,1.257549E+00,1.017358E+04,3.629793E+04,3.440316E-01,2.558551E+00,1.149182E+05,4.141186E+05,3.886094E+00,2.919019E+01,6.409049E+04,3.876869E+04,2.167296E+00,2.732709E+00,1.573728E+04,3.272136E+03,5.321464E-01,2.306547E-01,1.048319E+04,2.172738E+03,3.544820E-01,1.531577E-01,1.549770E+04,3.071213E+03,5.240453E-01,2.164915E-01,1.046485E+04,2.520649E+03,3.538619E-01,1.776822E-01,1.774368E+05,3.573388E+04,5.999913E+00,2.518903E+00,1.164295E+05,2.369075E+04,3.936985E+00,1.669978E+00,1.761024E+05,3.414242E+04,5.954791E+00,2.406720E+00,1.182772E+05,2.723991E+04,3.999463E+00,1.920161E+00,2.485195E+04,3.169664E+03,8.403517E-01,2.234311E-01,1.616975E+04,2.108466E+03,5.467684E-01,1.486270E-01,2.476615E+04,3.038996E+03,8.374508E-01,2.142203E-01,1.642317E+04,2.429689E+03,5.553374E-01,1.712703E-01
03:34:00,1.056357E+04,1.785316E+04,3.572198E-01,1.258426E+00,1.017409E+04,3.631853E+04,3.440489E-01,2.560003E+00,1.149243E+05,4.143820E+05,3.886300E+00,2.920876E+01,6.409545E+04,3.877915E+04,2.167464E+00,2.733446E+00,1.573735E+04,3.272268E+03,5.321488E-01,2.306640E-01,1.048324E+04,2.172637E+03,3.544836E-01,1.531506E-01,1.549777E+04,3.071633E+03,5.240477E-01,2.165210E-01,1.046490E+04,2.519922E+03,3.538635E-01,1.776310E-01,1.774376E+05,3.573706E+04,5.999940E+00,2.519127E+00,1.164301E+05,2.369113E+04,3.937002E+00,1.670004E+00,1.761032E+05,3.414873E+04,5.954819E+00,2.407165E+00,1.182778E+05,2.723114E+04,3.999480E+00,1.919543E+00,2.485250E+04,3.168152E+03,8.403705E-01,2.233246E-01,1.617011E+04,2.107325E+03,5.467804E-01,1.485465E-01,2.476671E+04,3.037792E+03,8.374696E-01,2.141353E-01,1.642353E+04,2.427644E+03,5.553495E-01,1.711261E-01
03:35:00,1.056365E+04,1.786556E+04,3.572224E-01,1.259300E+00,1.017460E+04,3.633910E+04,3.440662E-01,2.561453E+00,1.149303E+05,4.146447E+05,3.886506E+00,2.922727E+01,6.410039E+04,3.878956E+04,2.167631E+00,2.734179E+00,1.573742E+04,3.272396E+03,5.321512E-01,2.306730E-01,1.048328E+04,2.172534E+03,3.544852E-01,1.531433E-01,1.549784E+04,3.072048E+03,5.240501E-01,2.165503E-01,1.046494E+04,2.519195E+03,3.538650E-01,1.775797E-01,1.774384E+05,3.574016E+04,5.999968E+00,2.519346E+00,1.164306E+05,2.369146E+04,3.937020E+00,1.670027E+00,1.761040E+05,3.415496E+04,5.954846E+00,2.407604E+00,1.182783E+05,2.722235E+04,3.999498E+00,1.918923E+00,2.485305E+04,3.166635E+03,8.403891E-01,2.232176E-01,1.617047E+04,2.106180E+03,5.467924E-01,1.484658E-01,2.476726E+04,3.036581E+03,8.374883E-01,2.140500E-01,1.642388E+04,2.425598E+03,5.553614E-01,1.709818E-01
03:36:00,1.056373E+04,1.787792E+04,3.572249E-01,1.260171E+00,1.017511E+04,3.635963E+04,3.440835E-01,2.562900E+00,1.149364E+05,4.149067E+05,3.886712E+00,2.924574E+01,6.410532E+04,3.879990E+04,2.167798E+00,2.734909E+00,1.573749E+04,3.272521E+03,5.321536E-01,2.306818E-01,1.048333E+04,2.172428E+03,3.544867E-01,1.531358E-01,1.549791E+04,3.072460E+03,5.240526E-01,2.165793E-01,1.046499E+04,2.518466E+03,3.538666E-01,1.775284E-01,1.774392E+05,3.574319E+04,5.999995E+00,2.519559E+00,1.164311E+05,2.369174E+04,3.937038E+00,1.670047E+00,1.761048E+05,3.416112E+04,5.954873E+00,2.408038E+00,1.182788E+05,2.721354E+04,3.999515E+00,1.918302E+00,2.485360E+04,3.165112E+03,8.404078E-01,2.231103E-01,1.617082E+04,2.105032E+03,5.468044E-01,1.483849E-01,2.476782E+04,3.035365E+03,8.375070E-01,2.139642E-01,1.642423E+04,2.423551E+03,5.553734E-01,1.708375E-01
03:37:00,1.056380E+04,1.789024E+04,3.572275E-01,1.261040E+00,1.017562E+04,3.638012E+04,3.441007E-01,2.564344E+00,1.149425E+05,4.151679E+05,3.886917E+00,2.926415E+01,6.411024E+04,3.881018E+04,2.167964E+00,2.735633E+00,1.573756E+04,3.272642E+03,5.321561E-01,2.306903E-01,1.048337E+04,2.172321E+03,3.544883E-01,1.531282E-01,1.549799E+04,3.072867E+03,5.240550E-01,2.166080E-01,1.046503E+04,2.517737E+03,3.538681E-01,1.774769E-01,1.774400E+05,3.574614E+04,6.000022E+00,2.519767E+00,1.164316E+05,2.369197E+04,3.937055E+00,1.670064E+00,1.761056E+05,3.416719E+04,5.954901E+00,2.408466E+00,1.182793E+05,2.720470E+04,3.999533E+00,1.917679E+00,2.485415E+04,3.163584E+03,8.404263E-01,2.230025E-01,1.617117E+04,2.103881E+03,5.468163E-01,1.483037E-01,2.476837E+04,3.034142E+03,8.375256E-01,2.138780E-01,1.642459E+04,2.421503E+03,5.553853E-01,1.706932E-01
03:38:00,1.056388E+04,1.790253E+04,3.572301E-01,1.261906E+00,1.017613E+04,3.640058E+04,3.441180E-01,2.565787E+00,1.149486E+05,4.154284E+05,3.887123E+00,2.928252E+01,6.411514E+04,3.882041E+04,2.168130E+00,2.736354E+00,1.573763E+04,3.272759E+03,5.321585E-01,2.306986E-01,1.048342E+04,2.172211E+03,3.544898E-01,1.531205E-01,1.549806E+04,3.073270E+03,5.240574E-01,2.166364E-01,1.046508E+04,2.517006E+03,3.538697E-01,1.774254E-01,1.774408E+05,3.574901E+04,6.000049E+00,2.519969E+00,1.164321E+05,2.369216E+04,3.937073E+00,1.670077E+00,1.761064E+05,3.417319E+04,5.954928E+00,2.408889E+00,1.182798E+05,2.719585E+04,3.999550E+00,1.917054E+00,2.485470E+04,3.162050E+03,8.404448E-01,2.228943E-01,1.617153E+04,2.102726E+03,5.468283E-01,1.482223E-01,2.476892E+04,3.032913E+03,8.375441E-01,2.137914E-01,1.642494E+04,2.419454E+03,5.553972E-01,1.705488E-01
03:39:00,1.056395E+04,1.791477E+04,3.572326E-01,1.262769E+00,1.017664E+04,3.642101E+04,3.441352E-01,2.567226E+00,1.149547E+05,4.156882E+05,3.887328E+00,2.930083E+01,6.412003E+04,3.883057E+04,2.168295E+00,2.737070E+00,1.573771E+04,3.272873E+03,5.321609E-01,2.307066E-01,1.048347E+04,2.172099E+03,3.544914E-01,1.531126E-01,1.549813E+04,3.073670E+03,5.240598E-01,2.166646E-01,1.046513E+04,2.516274E+03,3.538712E-01,1.773739E-01,1.774416E+05,3.575181E+04,6.000077E+00,2.520167E+00,1.164327E+05,2.369231E+04,3.937090E+00,1.670087E+00,1.761072E+05,3.417912E+04,5.954955E+00,2.409306E+00,1.182803E+05,2.718697E+04,3.999568E+00,1.916429E+00,2.485524E+04,3.160510E+03,8.404632E-01,2.227858E-01,1.617188E+04,2.101568E+03,5.468401E-01,1.481407E-01,2.476946E+04,3.031679E+03,8.375626E-01,2.137044E-01,1.642529E+04,2.417405E+03,5.554090E-01,1.704043E-01
03:40:00,1.056403E+04,1.792697E+04,3.572352E-01,1.263629E+00,1.017715E+04,3.644140E+04,3.441525E-01,2.568664E+00,1.149607E+05,4.159473E+05,3.887534E+00,2.931909E+01,6.412491E+04,3.884067E+04,2.168460E+00,2.737783E+00,1.573778E+04,3.272982E+03,5.321633E-01,2.307143E-01,1.048351E+04,2.171985E+03,3.544929E-01,1.531046E-01,1.549820E+04,3.074065E+03,5.240623E-01,2.166924E-01,1.046517E+04,2.515542E+03,3.538728E-01,1.773222E-01,1.774424E+05,3.575454E+04,6.000104E+00,2.520359E+00,1.164332E+05,2.369240E+04,3.937108E+00,1.670094E+00,1.761080E+05,3.418497E+04,5.954982E+00,2.409718E+00,1.182809E+05,2.717808E+04,3.999585E+00,1.915802E+00,2.485579E+04,3.158965E+03,8.404816E-01,2.226769E-01,1.617223E+04,2.100407E+03,5.468519E-01,1.480588E-01,2.477001E+04,3.030439E+03,8.375811E-01,2.136170E-01,1.642564E+04,2.415355E+03,5.554208E-01,1.702598E-01
03:41:00,1.056411E+04,1.793913E+04,3.572378E-01,1.264486E+00,1.017766E+04,3.646176E+04,3.441697E-01,2.570099E+00,1.149668E+05,4.162057E+05,3.887739E+00,2.933730E+01,6.412977E+04,3.885072E+04,2.168624E+00,2.738491E+00,1.573785E+04,3.273089E+03,5.321657E-01,2.307218E-01,1.048356E+04,2.171869E+03,3.544945E-01,1.530964E-01,1.549827E+04,3.074457E+03,5.240647E-01,2.167200E-01,1.046522E+04,2.514808E+03,3.538743E-01,1.772705E-01,1.774432E+05,3.575719E+04,6.000131E+00,2.520546E+00,1.164337E+05,2.369246E+04,3.937125E+00,1.670097E+00,1.761088E+05,3.419074E+04,5.955010E+00,2.410125E+00,1.182814E+05,2.716916E+04,3.999603E+00,1.915173E+00,2.485633E+04,3.157415E+03,8.404999E-01,2.225676E-01,1.617257E+04,2.099242E+03,5.468637E-01,1.479767E-01,2.477055E+04,3.029194E+03,8.375995E-01,2.135292E-01,1.642598E+04,2.413305E+03,5.554326E-01,1.701153E-01
